city,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,target
city_98,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Funded Startup,4,0.0
city_75,Male,Has relevent experience,no_enrollment,Masters,STEM,7,Missing,Missing,1,1.0
city_12,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,never,1.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Funded Startup,2,0.0
city_37,Missing,No relevent experience,no_enrollment,Graduate,STEM,9,5000-9999,Pvt Ltd,1,0.0
city_173,Male,No relevent experience,Part time course,Graduate,STEM,10,10/49,Early Stage Startup,1,0.0
city_43,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,<10,Early Stage Startup,1,0.0
city_173,Missing,Has relevent experience,no_enrollment,High School,STEM,<1,100-500,Pvt Ltd,1,0.0
city_90,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,Missing,Missing,1,0.0
city_142,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10/49,Pvt Ltd,2,0.0
city_73,Missing,Has relevent experience,no_enrollment,Graduate,STEM,15,Missing,Missing,2,0.0
city_104,Male,No relevent experience,Full time course,Graduate,STEM,2,Missing,Missing,1,1.0
city_103,Missing,No relevent experience,no_enrollment,Graduate,STEM,2,1000-4999,Pvt Ltd,1,0.0
city_160,Male,Has relevent experience,Full time course,Graduate,STEM,>20,10000+,Pvt Ltd,1,0.0
city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,<10,Pvt Ltd,>4,0.0
city_145,Missing,No relevent experience,Full time course,Graduate,STEM,4,Missing,Missing,1,0.0
city_114,Male,Has relevent experience,Part time course,Graduate,STEM,19,500-999,Pvt Ltd,2,0.0
city_73,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,1,0.0
city_67,Female,Has relevent experience,Full time course,Graduate,STEM,6,1000-4999,Pvt Ltd,2,0.0
city_103,Missing,Has relevent experience,no_enrollment,Graduate,STEM,20,100-500,Pvt Ltd,>4,0.0
city_74,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,10/49,Pvt Ltd,1,0.0
city_136,Male,Has relevent experience,no_enrollment,Masters,STEM,7,Missing,Missing,never,0.0
city_21,Male,No relevent experience,Full time course,Graduate,STEM,4,1000-4999,Pvt Ltd,1,1.0
city_102,Male,Has relevent experience,Full time course,Graduate,STEM,9,5000-9999,Pvt Ltd,1,0.0
city_21,Male,Has relevent experience,no_enrollment,Masters,STEM,3,Missing,Public Sector,1,1.0
city_67,Female,Has relevent experience,no_enrollment,Masters,STEM,10,Missing,Missing,1,0.0
city_61,Missing,No relevent experience,no_enrollment,High School,STEM,2,100-500,Pvt Ltd,never,0.0
city_103,Male,No relevent experience,Full time course,High School,STEM,3,Missing,Missing,1,1.0
city_103,Missing,No relevent experience,no_enrollment,High School,STEM,4,Missing,Missing,1,1.0
city_83,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,>4,0.0
city_61,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,50-99,Pvt Ltd,1,0.0
city_103,Male,Has relevent experience,Full time course,Graduate,STEM,>20,Missing,Missing,1,0.0
city_102,Female,Has relevent experience,Part time course,Graduate,STEM,2,Missing,Missing,1,1.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Missing,Missing,>4,1.0
city_114,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,>4,0.0
city_116,Male,No relevent experience,Full time course,Masters,STEM,11,50-99,Pvt Ltd,>4,0.0
city_114,Male,No relevent experience,no_enrollment,Primary School,STEM,3,Missing,Missing,never,0.0
city_103,Male,No relevent experience,no_enrollment,Primary School,STEM,4,Missing,Missing,never,0.0
city_102,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,100-500,Pvt Ltd,>4,0.0
city_103,Female,Has relevent experience,no_enrollment,Graduate,STEM,2,10/49,Funded Startup,1,0.0
city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,18,10000+,Pvt Ltd,2,0.0
city_102,Missing,Has relevent experience,no_enrollment,Masters,STEM,16,100-500,Pvt Ltd,4,0.0
city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Missing,Missing,>4,1.0
city_103,Missing,Has relevent experience,no_enrollment,Graduate,STEM,18,500-999,Pvt Ltd,>4,0.0
city_103,Missing,Has relevent experience,no_enrollment,Graduate,STEM,15,10000+,Pvt Ltd,>4,0.0
city_90,Male,Has relevent experience,Full time course,Masters,STEM,15,Missing,Missing,1,0.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,10000+,Pvt Ltd,never,0.0
city_157,Male,Has relevent experience,Part time course,Masters,STEM,11,Missing,Missing,1,0.0
city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,<10,Pvt Ltd,1,0.0
city_75,Male,Has relevent experience,no_enrollment,Graduate,Humanities,3,10000+,Pvt Ltd,2,0.0
city_75,Missing,Has relevent experience,no_enrollment,High School,STEM,6,Missing,Missing,1,0.0
city_23,Missing,Has relevent experience,no_enrollment,High School,STEM,6,50-99,Missing,1,0.0
city_93,Missing,No relevent experience,no_enrollment,Graduate,STEM,3,Missing,Missing,never,0.0
city_67,Female,Has relevent experience,no_enrollment,Masters,STEM,9,100-500,Pvt Ltd,2,1.0
city_103,Missing,Has relevent experience,no_enrollment,Graduate,No Major,14,Missing,Pvt Ltd,1,0.0
city_94,Missing,Has relevent experience,Part time course,High School,STEM,9,Missing,Missing,4,0.0
city_16,Female,Has relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,1,0.0
city_102,Missing,No relevent experience,no_enrollment,Graduate,STEM,3,Missing,Missing,never,1.0
city_61,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,500-999,Pvt Ltd,>4,0.0
city_67,Female,Has relevent experience,no_enrollment,Graduate,STEM,14,50-99,Pvt Ltd,2,0.0
city_103,Male,Has relevent experience,no_enrollment,High School,STEM,11,500-999,Pvt Ltd,1,0.0
city_136,Male,No relevent experience,Full time course,Graduate,STEM,3,50-99,Early Stage Startup,1,0.0
city_99,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,50-99,Pvt Ltd,4,0.0
city_100,Male,Has relevent experience,no_enrollment,High School,STEM,2,50-99,Public Sector,1,0.0
city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,10000+,Pvt Ltd,1,0.0
city_104,Missing,Has relevent experience,no_enrollment,Graduate,STEM,9,10/49,Pvt Ltd,1,0.0
city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,<10,Missing,2,1.0
city_65,Male,Has relevent experience,Full time course,Masters,STEM,5,100-500,Pvt Ltd,4,0.0
city_149,Missing,No relevent experience,no_enrollment,Primary School,STEM,2,Missing,Missing,2,0.0
city_152,Male,No relevent experience,Full time course,Masters,STEM,3,Missing,NGO,2,1.0
city_160,Female,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,1,0.0
city_103,Missing,Has relevent experience,no_enrollment,Graduate,STEM,14,5000-9999,Pvt Ltd,>4,0.0
city_150,Male,No relevent experience,no_enrollment,Primary School,STEM,3,Missing,Pvt Ltd,never,0.0
city_136,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Missing,Missing,1,0.0
city_36,Male,Has relevent experience,Part time course,Graduate,STEM,15,Missing,Missing,4,0.0
city_16,Male,No relevent experience,no_enrollment,Masters,STEM,5,10000+,Pvt Ltd,never,0.0
city_11,Missing,Has relevent experience,no_enrollment,Masters,STEM,9,50-99,Pvt Ltd,1,0.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Funded Startup,1,0.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,Missing,Missing,>4,1.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,1,0.0
city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,Missing,Missing,>4,1.0
city_16,Male,Has relevent experience,no_enrollment,High School,STEM,>20,100-500,Pvt Ltd,>4,0.0
city_23,Male,Has relevent experience,no_enrollment,Graduate,Humanities,16,Missing,Missing,2,0.0
city_173,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,3,1.0
city_40,Male,Has relevent experience,Part time course,Graduate,STEM,18,100-500,Funded Startup,>4,0.0
city_102,Male,Has relevent experience,Full time course,Graduate,STEM,9,5000-9999,Pvt Ltd,2,0.0
city_114,Male,Has relevent experience,Full time course,High School,STEM,7,Missing,Missing,1,0.0
city_16,Male,No relevent experience,no_enrollment,Graduate,STEM,3,Missing,Missing,never,0.0
city_23,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10/49,Funded Startup,1,0.0
city_21,Male,Has relevent experience,Full time course,Masters,STEM,9,50-99,Pvt Ltd,2,1.0
city_16,Female,Has relevent experience,no_enrollment,Graduate,STEM,13,50-99,Pvt Ltd,>4,0.0
city_160,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,Missing,Missing,>4,1.0
city_36,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,>4,0.0
city_21,Missing,No relevent experience,Full time course,Masters,STEM,4,Missing,Missing,never,1.0
city_102,Missing,No relevent experience,Full time course,Graduate,Business Degree,<1,Missing,Missing,never,0.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Public Sector,>4,0.0
city_103,Female,No relevent experience,no_enrollment,Graduate,STEM,<1,Missing,Missing,never,1.0
city_114,Male,Has relevent experience,no_enrollment,Masters,STEM,15,100-500,Pvt Ltd,2,0.0
city_160,Missing,Has relevent experience,Full time course,Graduate,No Major,14,50-99,Pvt Ltd,1,0.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,5000-9999,Pvt Ltd,4,0.0
city_100,Male,No relevent experience,Full time course,Graduate,STEM,4,Missing,Missing,1,1.0
city_136,Missing,Has relevent experience,no_enrollment,Masters,STEM,14,Missing,Missing,>4,0.0
city_114,Male,No relevent experience,no_enrollment,Graduate,STEM,3,1000-4999,Public Sector,1,0.0
city_136,Male,No relevent experience,Full time course,Masters,STEM,5,Missing,Missing,4,1.0
city_16,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,>4,0.0
city_75,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,50-99,Missing,1,0.0
city_16,Male,Has relevent experience,no_enrollment,Masters,STEM,18,Missing,Missing,>4,0.0
city_75,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,50-99,Pvt Ltd,2,0.0
city_104,Male,Has relevent experience,no_enrollment,Phd,Humanities,>20,Missing,Missing,1,0.0
city_21,Male,Has relevent experience,Full time course,Graduate,STEM,7,10000+,Missing,1,0.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,100-500,Pvt Ltd,>4,0.0
city_138,Male,No relevent experience,no_enrollment,Graduate,STEM,6,<10,Pvt Ltd,never,0.0
city_90,Male,Has relevent experience,Full time course,Masters,STEM,>20,Missing,Missing,1,1.0
city_16,Male,Has relevent experience,no_enrollment,Masters,STEM,6,50-99,Funded Startup,1,0.0
city_103,Missing,Has relevent experience,no_enrollment,High School,STEM,18,10000+,Pvt Ltd,1,0.0
city_75,Male,Has relevent experience,no_enrollment,Masters,STEM,16,5000-9999,NGO,2,0.0
city_10,Missing,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,1,0.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,>20,10000+,Pvt Ltd,never,0.0
city_71,Male,Has relevent experience,no_enrollment,Graduate,STEM,1,<10,Early Stage Startup,1,0.0
city_11,Missing,No relevent experience,Full time course,Graduate,STEM,4,Missing,Missing,never,1.0
city_103,Male,No relevent experience,no_enrollment,Graduate,STEM,3,Missing,Missing,never,0.0
city_45,Male,No relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,3,0.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,50-99,Funded Startup,1,0.0
city_114,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,NGO,1,0.0
city_100,Male,Has relevent experience,no_enrollment,High School,STEM,>20,100-500,Pvt Ltd,1,0.0
city_67,Male,No relevent experience,Full time course,Graduate,STEM,12,Missing,Missing,4,0.0
city_73,Male,Has relevent experience,no_enrollment,High School,STEM,6,<10,Funded Startup,2,0.0
city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,Missing,Missing,1,1.0
city_103,Male,No relevent experience,no_enrollment,Graduate,Other,2,1000-4999,Public Sector,1,0.0
city_50,Male,Has relevent experience,no_enrollment,Masters,STEM,15,10000+,Pvt Ltd,>4,1.0
city_71,Male,No relevent experience,Full time course,Masters,STEM,14,100-500,Public Sector,3,0.0
city_21,Male,No relevent experience,no_enrollment,High School,STEM,2,Missing,Pvt Ltd,never,0.0
city_73,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,<10,NGO,1,0.0
city_46,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,1,0.0
city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,10/49,Pvt Ltd,1,1.0
city_114,Missing,No relevent experience,no_enrollment,Phd,STEM,7,500-999,NGO,never,0.0
city_103,Male,No relevent experience,Full time course,Graduate,STEM,1,Missing,Missing,1,1.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,Arts,>20,<10,Pvt Ltd,1,0.0
city_160,Missing,No relevent experience,Full time course,Graduate,STEM,4,Missing,Missing,1,0.0
city_103,Male,No relevent experience,no_enrollment,Primary School,STEM,1,Missing,Missing,never,0.0
city_103,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,0.0
city_67,Missing,Has relevent experience,no_enrollment,Graduate,STEM,5,Missing,Missing,1,0.0
city_162,Missing,Has relevent experience,Full time course,Masters,STEM,8,10/49,Pvt Ltd,1,0.0
city_71,Female,Has relevent experience,no_enrollment,Masters,STEM,3,Missing,Missing,2,1.0
city_80,Missing,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Missing,never,0.0
city_160,Female,Has relevent experience,Full time course,Graduate,STEM,4,5000-9999,Pvt Ltd,1,0.0
city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,10/49,Pvt Ltd,1,0.0
city_67,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10/49,Funded Startup,1,0.0
city_136,Male,No relevent experience,no_enrollment,Masters,STEM,8,10/49,Pvt Ltd,1,0.0
city_41,Missing,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Public Sector,2,0.0
city_21,Male,No relevent experience,Full time course,Graduate,STEM,1,50-99,Missing,1,1.0
city_105,Female,Has relevent experience,no_enrollment,Masters,Humanities,6,50-99,Pvt Ltd,1,0.0
city_75,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,>4,0.0
city_128,Female,No relevent experience,no_enrollment,Graduate,STEM,1,Missing,Missing,1,0.0
city_71,Female,No relevent experience,Part time course,Graduate,STEM,5,100-500,Pvt Ltd,1,0.0
city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,0.0
city_103,Other,Has relevent experience,no_enrollment,Graduate,Arts,5,10/49,Early Stage Startup,1,0.0
city_70,Male,No relevent experience,Part time course,Graduate,STEM,4,Missing,Missing,2,1.0
city_160,Male,No relevent experience,Full time course,Graduate,STEM,2,Missing,Missing,1,0.0
city_71,Male,Has relevent experience,no_enrollment,Masters,STEM,4,100-500,Pvt Ltd,2,0.0
city_158,Other,Has relevent experience,Full time course,Graduate,STEM,15,5000-9999,Missing,never,1.0
city_123,Missing,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Funded Startup,1,0.0
city_67,Other,No relevent experience,Full time course,High School,STEM,4,10000+,Pvt Ltd,1,0.0
city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,100-500,Pvt Ltd,4,0.0
city_103,Male,Has relevent experience,no_enrollment,Masters,Humanities,2,10000+,NGO,1,0.0
city_173,Male,Has relevent experience,Part time course,Graduate,STEM,10,50-99,Public Sector,1,0.0
city_21,Male,Has relevent experience,Full time course,Masters,STEM,10,50-99,Pvt Ltd,2,1.0
city_46,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Public Sector,3,0.0
city_16,Male,No relevent experience,Full time course,Graduate,STEM,10,Missing,Missing,1,1.0
city_165,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,Missing,Missing,1,0.0
city_67,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,Missing,Missing,>4,0.0
city_173,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,>4,0.0
city_103,Missing,Has relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,1,0.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10000+,Public Sector,>4,1.0
city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Missing,1,0.0
city_46,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Pvt Ltd,>4,0.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,10/49,Funded Startup,1,0.0
city_41,Male,Has relevent experience,no_enrollment,Graduate,Arts,9,1000-4999,Pvt Ltd,1,1.0
city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,1,0.0
city_103,Missing,No relevent experience,Full time course,High School,STEM,5,Missing,Missing,1,0.0
city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Missing,>4,0.0
city_83,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,>4,0.0
city_40,Male,Has relevent experience,Full time course,Graduate,STEM,14,1000-4999,Pvt Ltd,never,0.0
city_21,Female,Has relevent experience,no_enrollment,Graduate,STEM,<1,50-99,Pvt Ltd,1,0.0
city_162,Missing,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,Public Sector,never,0.0
city_162,Missing,Has relevent experience,Part time course,Masters,STEM,6,50-99,Pvt Ltd,1,1.0
city_21,Male,No relevent experience,no_enrollment,Primary School,STEM,2,Missing,Missing,never,1.0
city_138,Male,Has relevent experience,no_enrollment,Masters,Humanities,2,100-500,Pvt Ltd,1,0.0
city_114,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,>4,0.0
city_21,Missing,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Pvt Ltd,1,1.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,Missing,Pvt Ltd,1,0.0
city_16,Male,Has relevent experience,no_enrollment,Phd,STEM,15,10000+,Pvt Ltd,1,0.0
city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,100-500,Pvt Ltd,1,1.0
city_21,Missing,Has relevent experience,no_enrollment,Masters,STEM,2,10000+,Pvt Ltd,2,1.0
city_12,Missing,No relevent experience,no_enrollment,Masters,STEM,6,10000+,Missing,1,0.0
city_102,Missing,Has relevent experience,no_enrollment,Masters,STEM,2,10000+,Pvt Ltd,2,0.0
city_65,Male,Has relevent experience,Full time course,Graduate,STEM,<1,10000+,Pvt Ltd,2,0.0
city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,Missing,Missing,2,1.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,Other,10,50-99,Pvt Ltd,>4,0.0
city_7,Missing,Has relevent experience,no_enrollment,Masters,STEM,9,50-99,Pvt Ltd,1,0.0
city_103,Missing,No relevent experience,no_enrollment,Graduate,STEM,1,Missing,Missing,never,0.0
city_28,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,0.0
city_21,Missing,No relevent experience,no_enrollment,Masters,Business Degree,<1,10000+,Pvt Ltd,1,0.0
